id;pagetitle;published;configuration_id;doors-count;generation;generation_name;is_restyle;mark_id;model_class;model_id;model;car-price
29532;"MERCEDES A-Класс хэтчбек 5 дв. IV (W177)";0;21198220;5;21198161;"IV (W177)";0;MERCEDES;C;MERCEDES_A_KLASSE;A-Класс;1800000
29534;"MERCEDES B-Класс хэтчбек 5 дв. III (W247)";0;21473914;5;21473857;"III (W247)";0;MERCEDES;C;MERCEDES_B_KLASSE;B-Класс;1815000
29536;"MERCEDES C-Класс седан IV (W205) Рестайлинг";0;21291804;4;21291732;"IV (W205) Рестайлинг";1;MERCEDES;D;MERCEDES_C_KLASSE;C-Класс;2300000
29537;"MERCEDES C-Класс купе IV (W205) Рестайлинг";0;21349624;2;21291732;"IV (W205) Рестайлинг";1;MERCEDES;D;MERCEDES_C_KLASSE;C-Класс;2999850
29539;"MERCEDES C-Класс AMG седан IV (W205) Рестайлинг";0;21402948;4;21402844;"IV (W205) Рестайлинг";1;MERCEDES;D;MERCEDES_C_KLASSE_AMG;"C-Класс AMG";3455000
29540;"MERCEDES C-Класс AMG купе IV (W205) Рестайлинг";0;21403241;2;21402844;"IV (W205) Рестайлинг";1;MERCEDES;D;MERCEDES_C_KLASSE_AMG;"C-Класс AMG";4250000
29541;"MERCEDES C-Класс AMG кабриолет IV (W205) Рестайлинг";0;21403289;2;21402844;"IV (W205) Рестайлинг";1;MERCEDES;D;MERCEDES_C_KLASSE_AMG;"C-Класс AMG";4430000
29543;"MERCEDES CLS седан III (C257)";0;21190368;4;21190300;"III (C257)";0;MERCEDES;E;MERCEDES_CLS_KLASSE;CLS;3500000
29545;"MERCEDES CLS AMG седан III (C257)";0;21321228;4;21321173;"III (C257)";0;MERCEDES;E;MERCEDES_CLS_KLASSE_AMG;"CLS AMG";5320000
29547;"MERCEDES E-Класс седан V (W213, S213, C238)";0;20743538;4;20743500;"V (W213, S213, C238)";0;MERCEDES;E;MERCEDES_E_KLASSE;E-Класс;1670000
29548;"MERCEDES E-Класс купе V (W213, S213, C238)";0;20887055;2;20743500;"V (W213, S213, C238)";0;MERCEDES;E;MERCEDES_E_KLASSE;E-Класс;2940000
29549;"MERCEDES E-Класс универсал 5 дв. V (W213, S213, C238)";0;20845122;5;20743500;"V (W213, S213, C238)";0;MERCEDES;E;MERCEDES_E_KLASSE;E-Класс;2800000
29551;"MERCEDES E-Класс AMG седан V (W213)";0;20844277;4;20844221;"V (W213)";0;MERCEDES;E;MERCEDES_E_KLASSE_AMG;"E-Класс AMG";3062000
29552;"MERCEDES E-Класс AMG универсал 5 дв. V (W213)";0;20844425;5;20844221;"V (W213)";0;MERCEDES;E;MERCEDES_E_KLASSE_AMG;"E-Класс AMG";5169900
29553;"MERCEDES E-Класс AMG купе V (W213)";0;21403697;2;20844221;"V (W213)";0;MERCEDES;E;MERCEDES_E_KLASSE_AMG;"E-Класс AMG";4660000
29554;"MERCEDES E-Класс AMG кабриолет V (W213)";0;21403617;2;20844221;"V (W213)";0;MERCEDES;E;MERCEDES_E_KLASSE_AMG;"E-Класс AMG";7370000
29556;"MERCEDES S-Класс седан VI (W222, C217) Рестайлинг";0;21738304;4;21016128;"VI (W222, C217) Рестайлинг";1;MERCEDES;F;MERCEDES_S_KLASSE;S-Класс;5300000
29557;"MERCEDES S-Класс купе VI (W222, C217) Рестайлинг";0;21083869;2;21016128;"VI (W222, C217) Рестайлинг";1;MERCEDES;F;MERCEDES_S_KLASSE;S-Класс;5350000
29558;"MERCEDES S-Класс седан VI (W222, C217) Рестайлинг";0;21016168;4;21016128;"VI (W222, C217) Рестайлинг";1;MERCEDES;F;MERCEDES_S_KLASSE;S-Класс;5000000
29560;"MERCEDES S-Класс AMG седан III (W222, C217) Рестайлинг";0;21017827;4;21017655;"III (W222, C217) Рестайлинг";1;MERCEDES;F;MERCEDES_S_KLASSE_AMG;"S-Класс AMG";6500000
29561;"MERCEDES S-Класс AMG купе III (W222, C217) Рестайлинг";0;21083900;2;21017655;"III (W222, C217) Рестайлинг";1;MERCEDES;F;MERCEDES_S_KLASSE_AMG;"S-Класс AMG";7500000
29562;"MERCEDES S-Класс AMG кабриолет III (W222, C217) Рестайлинг";0;21083930;2;21017655;"III (W222, C217) Рестайлинг";1;MERCEDES;F;MERCEDES_S_KLASSE_AMG;"S-Класс AMG";10450000
29564;"MERCEDES SL-Класс родстер VI (R231) Рестайлинг";0;20721428;2;20721386;"VI (R231) Рестайлинг";1;MERCEDES;S;MERCEDES_SL_KLASSE;SL-Класс;5500000
29566;"MERCEDES SL-Класс AMG родстер III (R231) Рестайлинг";0;20721566;2;20721528;"III (R231) Рестайлинг";1;MERCEDES;S;MERCEDES_SL_KLASSE_AMG;"SL-Класс AMG";7000000
29569;"MINI Countryman внедорожник 5 дв. II";0;20906915;5;20906866;II;0;MINI;B;MINI_COUNTRYMAN;Countryman;2000000
29570;"MINI Countryman внедорожник 5 дв. II";0;20908480;5;20906866;II;0;MINI;B;MINI_COUNTRYMAN;Countryman;2395000
29572;"MINI Cabrio кабриолет III Рестайлинг";0;21548410;2;21548307;"III Рестайлинг";1;MINI;B;MINI_CABRIO;Cabrio;2800000
29574;"MINI Clubman универсал 5 дв. II";0;20634634;5;20634510;II;0;MINI;B;MINI_CLUBMAN;Clubman;1549000
29575;"MINI Clubman универсал 5 дв. II";0;20845725;5;20634510;II;0;MINI;B;MINI_CLUBMAN;Clubman;2599999
29577;"MINI Hatch хэтчбек 3 дв. III (F55/F56) Рестайлинг";0;21294365;3;21294281;"III (F55/F56) Рестайлинг";1;MINI;B;MINI_HATCH;Hatch;2800000
29578;"MINI Hatch хэтчбек 3 дв. III (F55/F56) Рестайлинг";0;21487663;3;21294281;"III (F55/F56) Рестайлинг";1;MINI;B;MINI_HATCH;Hatch;1980000
29581;"MITSUBISHI ASX внедорожник 5 дв. I Рестайлинг 2";0;21062128;5;21062083;"I Рестайлинг 2";1;MITSUBISHI;C;MITSUBISHI_ASX;ASX;1150000
29583;"MITSUBISHI Delica D:3 минивэн ";0;20815646;5;20815591;;0;MITSUBISHI;M;MITSUBISHI_DELICA_D3;"Delica D:3";1150000
29585;"MITSUBISHI Eclipse Cross внедорожник 5 дв. I";0;21107401;5;21107295;I;0;MITSUBISHI;C;MITSUBISHI_ECLIPSE_CROSS;"Eclipse Cross";1740000
29587;"MITSUBISHI Outlander Sport внедорожник 5 дв. I Рестайлинг 2";0;23356897;5;23356819;"I Рестайлинг 2";1;MITSUBISHI;C;MITSUBISHI_OUTLANDER_SPORT;"Outlander Sport";1550000
29589;"MITSUBISHI Delica D:5 минивэн I";0;21107497;5;21107387;I;0;MITSUBISHI;M;MITSUBISHI_DELICA_D_5;"Delica D:5";1200000
29591;"MITSUBISHI eK Wagon хэтчбек 5 дв. III Рестайлинг";0;20948383;5;20948300;"III Рестайлинг";1;MITSUBISHI;A;MITSUBISHI_EK_WAGON;"eK Wagon";1150000
29593;"MITSUBISHI L200 пикап двойная кабина V";0;20680574;4;20680534;V;0;MITSUBISHI;J;MITSUBISHI_L200;L200;1169000
29595;"MITSUBISHI Lancer Cargo универсал 5 дв. Y12 Рестайлинг";0;23418601;5;23418554;"Y12 Рестайлинг";1;MITSUBISHI;C;MITSUBISHI_LANCER_CARGO;"Lancer Cargo";830000
29597;"MITSUBISHI Mirage седан VI Рестайлинг";0;20772524;4;20721860;"VI Рестайлинг";1;MITSUBISHI;B;MITSUBISHI_MIRAGE;Mirage;880000
29599;"MITSUBISHI Pajero Sport внедорожник 5 дв. III";0;20663959;5;20663923;III;0;MITSUBISHI;J;MITSUBISHI_PAJERO_SPORT;"Pajero Sport";2300000
29602;"NISSAN Dayz хэтчбек 5 дв. I Рестайлинг";0;21093035;5;21093005;"I Рестайлинг";1;NISSAN;A;NISSAN_DAYZ;Dayz;470000
29604;"NISSAN Juke внедорожник 5 дв. I Рестайлинг";0;20213311;5;20213302;"I Рестайлинг";1;NISSAN;B;NISSAN_JUKE;Juke;860000
29606;"NISSAN Kicks внедорожник 5 дв. I";0;21466371;5;21466329;I;0;NISSAN;B;NISSAN_KICKS;Kicks;1350000
29608;"NISSAN 370Z купе I Рестайлинг";0;20164197;2;20164195;"I Рестайлинг";1;NISSAN;S;NISSAN_370Z;370Z;3300000
29609;"NISSAN 370Z купе I Рестайлинг";0;20164203;2;20164195;"I Рестайлинг";1;NISSAN;S;NISSAN_370Z;370Z;3660000
29611;"NISSAN Elgrand минивэн III (E52) Рестайлинг";0;23106619;5;23106577;"III (E52) Рестайлинг";1;NISSAN;M;NISSAN_ELGRAND;Elgrand;1500000
29613;"NISSAN GT-R купе I Рестайлинг 3";0;20772184;2;20772155;"I Рестайлинг 3";1;NISSAN;S;NISSAN_GT_R;GT-R;10000000
29615;"NISSAN Note хэтчбек 5 дв. II Рестайлинг";0;23318663;5;21753655;"II Рестайлинг";1;NISSAN;B;NISSAN_NOTE;Note;690000
29617;"NISSAN Patrol внедорожник 5 дв. VI (Y62) Рестайлинг";0;20098963;5;20098960;"VI (Y62) Рестайлинг";1;NISSAN;J;NISSAN_PATROL;Patrol;2000000
29619;"NISSAN Qashqai внедорожник 5 дв. II";0;20097930;5;20097928;II;0;NISSAN;C;NISSAN_QASHQAI;Qashqai;1000000
29621;"NISSAN Serena минивэн V (C27)";0;20961416;5;20961376;"V (C27)";0;NISSAN;M;NISSAN_SERENA;Serena;1225000
29623;"NISSAN Teana седан III";0;20098977;4;20098974;III;0;NISSAN;D;NISSAN_TEANA;Teana;900000
29625;"NISSAN X-Trail внедорожник 5 дв. III Рестайлинг";0;21179355;5;21179303;"III Рестайлинг";1;NISSAN;D;NISSAN_X_TRAIL;X-Trail;1500000
29627;"NISSAN X-Trail внедорожник 5 дв. III";0;20246546;5;20246517;III;0;NISSAN;D;NISSAN_X_TRAIL;X-Trail;1259000
29630;"OPEL Crossland X внедорожник 5 дв. I";0;20967398;5;20967361;I;0;OPEL;B;OPEL_CROSSLAND_X;"Crossland X";1300000
29632;"OPEL Mokka внедорожник 5 дв. I Рестайлинг";0;20793856;5;20796264;"I Рестайлинг";1;OPEL;B;OPEL_MOKKA;Mokka;1415000
29634;"OPEL Astra универсал 5 дв. K";0;20687751;5;20631158;K;0;OPEL;C;OPEL_ASTRA;Astra;1259000
29636;"OPEL Corsa хэтчбек 5 дв. E";0;20237087;5;20237049;E;0;OPEL;B;OPEL_CORSA;Corsa;1000050
29638;"OPEL Insignia лифтбек II";0;20949336;5;20949301;II;0;OPEL;D;OPEL_INSIGNIA;Insignia;1667000
29639;"OPEL Insignia универсал 5 дв. II";0;20949499;5;20949301;II;0;OPEL;D;OPEL_INSIGNIA;Insignia;1450000
29642;"PEUGEOT 2008 универсал 5 дв. I Рестайлинг";0;20758687;5;20758628;"I Рестайлинг";1;PEUGEOT;B;PEUGEOT_2008;2008;1230000
29644;"PEUGEOT 308 хэтчбек 5 дв. II Рестайлинг";0;21147885;5;21147849;"II Рестайлинг";1;PEUGEOT;C;PEUGEOT_308;308;1700000
29645;"PEUGEOT 308 универсал 5 дв. II Рестайлинг";0;21147959;5;21147849;"II Рестайлинг";1;PEUGEOT;C;PEUGEOT_308;308;1080000
29647;"PEUGEOT 3008 внедорожник 5 дв. II";0;20792558;5;20792527;II;0;PEUGEOT;C;PEUGEOT_3008;3008;1698000
29649;"PEUGEOT 5008 внедорожник 5 дв. II";0;20841398;5;20841360;II;0;PEUGEOT;D;PEUGEOT_5008;5008;1962000
29652;"RAVON Nexia R3 седан ";0;20706446;4;20706415;;0;RAVON;B;RAVON_NEXIA_R3;"Nexia R3";390000
29654;"RAVON R2 хэтчбек 5 дв. ";0;20752326;5;20752299;;0;RAVON;A;RAVON_R2;R2;400000
29656;"RAVON R4 седан ";0;20877369;4;20877338;;0;RAVON;B;RAVON_R4;R4;550000
29659;"RENAULT Duster внедорожник 5 дв. I Рестайлинг";0;20627654;5;20417950;"I Рестайлинг";1;RENAULT;B;RENAULT_DUSTER;Duster;650000
29661;"RENAULT Captur внедорожник 5 дв. I Рестайлинг";0;21368122;5;21368070;"I Рестайлинг";1;RENAULT;B;RENAULT_CAPTUR;Captur;1250000
29663;"RENAULT Kaptur внедорожник 5 дв. I";0;20780824;5;20780680;I;0;RENAULT;B;RENAULT_KAPTUR;Kaptur;950000
29665;"RENAULT ZOE хэтчбек 5 дв. I";0;20473627;5;20350354;I;0;RENAULT;B;RENAULT_ZOE;ZOE;1149000
29667;"RENAULT Clio хэтчбек 5 дв. IV Рестайлинг";0;20892463;5;20892426;"IV Рестайлинг";1;RENAULT;B;RENAULT_CLIO;Clio;880000
29669;"RENAULT Clio RS хэтчбек 5 дв. IV Рестайлинг";0;20926347;5;20926289;"IV Рестайлинг";1;RENAULT;B;RENAULT_CLIO_RS;"Clio RS";1640000
29671;"RENAULT Espace минивэн V";0;20507217;5;20504550;V;0;RENAULT;M;RENAULT_ESPACE;Espace;1449999
29673;"RENAULT Kangoo компактвэн II Рестайлинг";0;20046123;5;20046120;"II Рестайлинг";1;RENAULT;M;RENAULT_KANGOO;Kangoo;530000
29675;"RENAULT Koleos внедорожник 5 дв. II";0;21016954;5;21016904;II;0;RENAULT;D;RENAULT_KOLEOS;Koleos;1739000
29677;"RENAULT Trafic минивэн III";0;20506531;4;20505394;III;0;RENAULT;M;RENAULT_TRAFIC;Trafic;1494000
29680;"SKODA Citigo хэтчбек 3 дв. I Рестайлинг";0;21156208;3;21156156;"I Рестайлинг";1;SKODA;A;SKODA_CITIGO;Citigo;799000
29682;"SKODA Kodiaq внедорожник 5 дв. I";0;20839055;5;20839003;I;0;SKODA;D;SKODA_KODIAQ;Kodiaq;1799000
29684;"SKODA Kodiaq RS внедорожник 5 дв. I";0;21460123;5;21460074;I;0;SKODA;D;SKODA_KODIAQ_RS;"Kodiaq RS";3800000
29686;"SKODA Rapid лифтбек I Рестайлинг";0;21005618;5;21005574;"I Рестайлинг";1;SKODA;B;SKODA_RAPID;Rapid;510000
29688;"SKODA Fabia универсал 5 дв. III Рестайлинг";0;21372445;5;21372293;"III Рестайлинг";1;SKODA;B;SKODA_FABIA;Fabia;1220000
29690;"SKODA Superb лифтбек III";0;20483435;5;20483375;III;0;SKODA;D;SKODA_SUPERB;Superb;1479000
29693;"SUBARU Ascent внедорожник 5 дв. I";0;21172316;5;21172283;I;0;SUBARU;E;SUBARU_ASCENT;Ascent;3100000
29695;"SUBARU BRZ купе I";0;8424469;2;8424447;I;0;SUBARU;S;SUBARU_BRZ;BRZ;1750000
29697;"SUBARU WRX седан I Рестайлинг";0;22185806;4;22185699;"I Рестайлинг";1;SUBARU;C;SUBARU_WRX;WRX;2590000
29699;"SUBARU WRX STi седан I Рестайлинг";0;22186060;4;22185861;"I Рестайлинг";1;SUBARU;C;SUBARU_WRX_STI;"WRX STi";3000000
29701;"SUBARU XV внедорожник 5 дв. II";0;20950712;5;20950685;II;0;SUBARU;C;SUBARU_XV;XV;2240000
29703;"SUBARU Forester внедорожник 5 дв. V";0;21220325;5;21220292;V;0;SUBARU;D;SUBARU_FORESTER;Forester;2471000
29705;"SUBARU Forester внедорожник 5 дв. IV Рестайлинг 2";0;20789666;5;20789632;"IV Рестайлинг 2";1;SUBARU;D;SUBARU_FORESTER;Forester;1810000
29707;"SUBARU Impreza седан V";0;20772423;4;20772385;V;0;SUBARU;C;SUBARU_IMPREZA;Impreza;950000
29709;"SUBARU Legacy седан VI Рестайлинг";0;21223685;4;21223258;"VI Рестайлинг";1;SUBARU;D;SUBARU_LEGACY;Legacy;1700000
29711;"SUBARU Outback универсал 5 дв. V Рестайлинг";0;21215057;5;21215017;"V Рестайлинг";1;SUBARU;D;SUBARU_OUTBACK;Outback;1680000
29714;"SUZUKI Jimny внедорожник 3 дв. III Рестайлинг 2";0;8487340;3;8487339;"III Рестайлинг 2";1;SUZUKI;J;SUZUKI_JIMNY;Jimny;998000
29716;"SUZUKI Solio микровэн III";0;21113995;5;21113962;III;0;SUZUKI;M;SUZUKI_SOLIO;Solio;650000
29718;"SUZUKI SX4 хэтчбек 5 дв. II (S-Cross) Рестайлинг";0;20847277;5;20847225;"II (S-Cross) Рестайлинг";1;SUZUKI;B;SUZUKI_SX4;SX4;1280000
29720;"SUZUKI Vitara внедорожник 5 дв. II";0;20273490;5;20273460;II;0;SUZUKI;B;SUZUKI_VITARA;Vitara;949000
29723;"TOYOTA Aqua хэтчбек 5 дв. I Рестайлинг 2";0;23046352;5;23046218;"I Рестайлинг 2";1;TOYOTA;B;TOYOTA_AQUA;Aqua;720000
29725;"TOYOTA Prius Alpha универсал 5 дв. I (ZVW40/41) Рестайлинг";0;21133511;5;21133443;"I (ZVW40/41) Рестайлинг";1;TOYOTA;M;TOYOTA_PRIUS_ALPHA;"Prius Alpha";990000
29727;"TOYOTA Prius v (+) универсал 5 дв. I Рестайлинг (ZVW40/41)";0;20489880;5;20489872;"I Рестайлинг (ZVW40/41)";1;TOYOTA;M;TOYOTA_PRIUSPLUS;"Prius v (+)";1450000
29729;"TOYOTA Roomy микровэн I";0;21763970;5;21763914;I;0;TOYOTA;M;TOYOTA_ROOMY;Roomy;655000
29731;"TOYOTA Spade компактвэн ";0;21010185;3;21010152;;0;TOYOTA;M;TOYOTA_SPADE;Spade;600000
29733;"TOYOTA Allion седан II Рестайлинг 2";0;22974240;4;22974192;"II Рестайлинг 2";1;TOYOTA;D;TOYOTA_ALLION;Allion;1050000
29735;"TOYOTA Camry седан VIII (XV70)";0;21110821;4;21110739;"VIII (XV70)";0;TOYOTA;D;TOYOTA_CAMRY;Camry;1600000
29737;"TOYOTA Crown седан XV (S220)";0;21673497;4;21673428;"XV (S220)";0;TOYOTA;J;TOYOTA_CROWN;Crown;2035000
29739;"TOYOTA Fortuner внедорожник 5 дв. II";0;21051118;5;21051069;II;0;TOYOTA;J;TOYOTA_FORTUNER;Fortuner;2599000
29740;"TOYOTA Fortuner внедорожник 5 дв. II";0;21524230;5;21051069;II;0;TOYOTA;J;TOYOTA_FORTUNER;Fortuner;2890000
29742;"TOYOTA Harrier внедорожник 5 дв. III (XU60) Рестайлинг";0;21019747;5;21019629;"III (XU60) Рестайлинг";1;TOYOTA;D;TOYOTA_HARRIER;Harrier;1810000
29744;"TOYOTA Highlander внедорожник 5 дв. III (U50) Рестайлинг";0;20899222;5;20899185;"III (U50) Рестайлинг";1;TOYOTA;E;TOYOTA_HIGHLANDER;Highlander;2500000
29746;"TOYOTA Hilux пикап двойная кабина VIII";0;20555293;4;20555257;VIII;0;TOYOTA;J;TOYOTA_HILUX;Hilux;1950000
29747;"TOYOTA Hilux пикап двойная кабина VIII";0;21116448;4;20555257;VIII;0;TOYOTA;J;TOYOTA_HILUX;Hilux;2305000
29749;"TOYOTA Land Cruiser внедорожник 5 дв. 200 Series Рестайлинг 2";0;20677605;5;20677557;"200 Series Рестайлинг 2";1;TOYOTA;J;TOYOTA_LAND_CRUISER;"Land Cruiser";5700000
29750;"TOYOTA Land Cruiser внедорожник 5 дв. 200 Series Рестайлинг 2";0;21118176;5;20677557;"200 Series Рестайлинг 2";1;TOYOTA;J;TOYOTA_LAND_CRUISER;"Land Cruiser";4999000
29752;"TOYOTA Land Cruiser Prado внедорожник 5 дв. 150 Series Рестайлинг 2";0;21090255;5;21090216;"150 Series Рестайлинг 2";1;TOYOTA;J;TOYOTA_LAND_CRUISER_PRADO;"Land Cruiser Prado";3990000
29753;"TOYOTA Land Cruiser Prado внедорожник 3 дв. 150 Series Рестайлинг 2";0;23153890;3;21090216;"150 Series Рестайлинг 2";1;TOYOTA;J;TOYOTA_LAND_CRUISER_PRADO;"Land Cruiser Prado";3549000
29754;"TOYOTA Land Cruiser Prado внедорожник 5 дв. 150 Series Рестайлинг 2";0;21500256;5;21090216;"150 Series Рестайлинг 2";1;TOYOTA;J;TOYOTA_LAND_CRUISER_PRADO;"Land Cruiser Prado";4050000
29756;"TOYOTA Lite Ace минивэн VI";0;20777854;5;20777825;VI;0;TOYOTA;M;TOYOTA_LITE_ACE;"Lite Ace";775000
29758;"TOYOTA Mark X седан II Рестайлинг";0;9382459;4;9381880;"II Рестайлинг";1;TOYOTA;E;TOYOTA_MARK_X;"Mark X";1210000
29760;"TOYOTA Noah минивэн III (R80) Рестайлинг";0;23511003;5;23510963;"III (R80) Рестайлинг";1;TOYOTA;M;TOYOTA_NOAH;Noah;1780000
29762;"TOYOTA Porte компактвэн II";0;20474765;3;20352925;II;0;TOYOTA;M;TOYOTA_PORTE;Porte;750000
29764;"TOYOTA Premio седан II (T26) Рестайлинг 2";0;21724055;4;21724016;"II (T26) Рестайлинг 2";1;TOYOTA;C;TOYOTA_PREMIO;Premio;1100000
29766;"TOYOTA RAV4 внедорожник 5 дв. IV (XA40) Рестайлинг";0;20692875;5;20692838;"IV (XA40) Рестайлинг";1;TOYOTA;C;TOYOTA_RAV_4;RAV4;1530000
29768;"TOYOTA Sienna минивэн III Рестайлинг 2";0;22678707;5;22678648;"III Рестайлинг 2";1;TOYOTA;M;TOYOTA_SIENNA;Sienna;2400000
29770;"TOYOTA Succeed универсал 5 дв. I Рестайлинг";0;20816813;5;20816768;"I Рестайлинг";1;TOYOTA;C;TOYOTA_SUCCEED;Succeed;775000
29772;"TOYOTA Tundra пикап двойная кабина II Рестайлинг";0;20487465;4;20281153;"II Рестайлинг";1;TOYOTA;J;TOYOTA_TUNDRA;Tundra;3250000
29773;"TOYOTA Tundra пикап двойная кабина II Рестайлинг";0;20281162;4;20281153;"II Рестайлинг";1;TOYOTA;J;TOYOTA_TUNDRA;Tundra;4000000
29774;"TOYOTA Tundra пикап двойная кабина II Рестайлинг";0;21117323;4;20281153;"II Рестайлинг";1;TOYOTA;J;TOYOTA_TUNDRA;Tundra;4300000
29776;"TOYOTA Vitz хэтчбек 5 дв. III (XP130) Рестайлинг 2";0;23019888;5;23019844;"III (XP130) Рестайлинг 2";1;TOYOTA;B;TOYOTA_VITZ;Vitz;570000
29778;"TOYOTA Vitz хэтчбек 5 дв. III (XP130) Рестайлинг";0;20811743;5;20811712;"III (XP130) Рестайлинг";1;TOYOTA;B;TOYOTA_VITZ;Vitz;570000
29780;"TOYOTA Yaris седан DJ/DL";0;22839349;4;22839304;DJ/DL;0;TOYOTA;B;TOYOTA_YARIS;Yaris;1290000
29781;"TOYOTA Yaris хэтчбек 5 дв. DJ/DL";0;23228758;5;22839304;DJ/DL;0;TOYOTA;B;TOYOTA_YARIS;Yaris;1350000
29784;"VOLKSWAGEN Atlas внедорожник 5 дв. I";0;21715670;5;21715622;I;0;VOLKSWAGEN;E;VOLKSWAGEN_ATLAS;Atlas;2745000
29786;"VOLKSWAGEN Arteon лифтбек I";0;20956734;5;20956696;I;0;VOLKSWAGEN;D;VOLKSWAGEN_ARTEON;Arteon;2170000
29788;"VOLKSWAGEN Passat (North America and China) седан I Рестайлинг";0;22668588;4;22664756;"I Рестайлинг";1;VOLKSWAGEN;D;VOLKSWAGEN_PASSAT_NA;"Passat (North America and China)";1050000
29790;"VOLKSWAGEN Teramont внедорожник 5 дв. I";0;21020379;5;21020301;I;0;VOLKSWAGEN;E;VOLKSWAGEN_TERAMONT;Teramont;2197000
29792;"VOLKSWAGEN Beetle хэтчбек 3 дв. II (A5)";0;10405876;3;10405875;"II (A5)";0;VOLKSWAGEN;C;VOLKSWAGEN_BEETLE;Beetle;1150000
